DATE,TRANR65Q4,TRANR66Q1,TRANR66Q2,TRANR66Q3,TRANR66Q4,TRANR67Q1,TRANR67Q2,TRANR67Q3,TRANR67Q4,TRANR68Q1,TRANR68Q2,TRANR68Q3,TRANR68Q4,TRANR69Q1,TRANR69Q2,TRANR69Q3,TRANR69Q4,TRANR70Q1,TRANR70Q2,TRANR70Q3,TRANR70Q4,TRANR71Q1,TRANR71Q2,TRANR71Q3,TRANR71Q4,TRANR72Q1,TRANR72Q2,TRANR72Q3,TRANR72Q4,TRANR73Q1,TRANR73Q2,TRANR73Q3,TRANR73Q4,TRANR74Q1,TRANR74Q2,TRANR74Q3,TRANR74Q4,TRANR75Q1,TRANR75Q2,TRANR75Q3,TRANR75Q4,TRANR76Q1,TRANR76Q2,TRANR76Q3,TRANR76Q4,TRANR77Q1,TRANR77Q2,TRANR77Q3,TRANR77Q4,TRANR78Q1,TRANR78Q2,TRANR78Q3,TRANR78Q4,TRANR79Q1,TRANR79Q2,TRANR79Q3,TRANR79Q4,TRANR80Q1,TRANR80Q2,TRANR80Q3,TRANR80Q4,TRANR81Q1,TRANR81Q2,TRANR81Q3,TRANR81Q4,TRANR82Q1,TRANR82Q2,TRANR82Q3,TRANR82Q4,TRANR83Q1,TRANR83Q2,TRANR83Q3,TRANR83Q4,TRANR84Q1,TRANR84Q2,TRANR84Q3,TRANR84Q4,TRANR85Q1,TRANR85Q2,TRANR85Q3,TRANR85Q4,TRANR86Q1,TRANR86Q2,TRANR86Q3,TRANR86Q4,TRANR87Q1,TRANR87Q2,TRANR87Q3,TRANR87Q4,TRANR88Q1,TRANR88Q2,TRANR88Q3,TRANR88Q4,TRANR89Q1,TRANR89Q2,TRANR89Q3,TRANR89Q4,TRANR90Q1,TRANR90Q2,TRANR90Q3,TRANR90Q4,TRANR91Q1,TRANR91Q2,TRANR91Q3,TRANR91Q4,TRANR92Q1,TRANR92Q2,TRANR92Q3,TRANR92Q4,TRANR93Q1,TRANR93Q2,TRANR93Q3,TRANR93Q4,TRANR94Q1,TRANR94Q2,TRANR94Q3,TRANR94Q4,TRANR95Q1,TRANR95Q2,TRANR95Q3,TRANR95Q4,TRANR96Q1,TRANR96Q2,TRANR96Q3,TRANR96Q4,TRANR97Q1,TRANR97Q2,TRANR97Q3,TRANR97Q4,TRANR98Q1,TRANR98Q2,TRANR98Q3,TRANR98Q4,TRANR99Q1,TRANR99Q2,TRANR99Q3,TRANR99Q4,TRANR00Q1,TRANR00Q2,TRANR00Q3,TRANR00Q4,TRANR01Q1,TRANR01Q2,TRANR01Q3,TRANR01Q4,TRANR02Q1,TRANR02Q2,TRANR02Q3,TRANR02Q4,TRANR03Q1,TRANR03Q2,TRANR03Q3,TRANR03Q4,TRANR04Q1,TRANR04Q2,TRANR04Q3,TRANR04Q4,TRANR05Q1,TRANR05Q2,TRANR05Q3,TRANR05Q4,TRANR06Q1,TRANR06Q2,TRANR06Q3,TRANR06Q4,TRANR07Q1,TRANR07Q2,TRANR07Q3,TRANR07Q4,TRANR08Q1,TRANR08Q2,TRANR08Q3,TRANR08Q4,TRANR09Q1,TRANR09Q2,TRANR09Q3,TRANR09Q4,TRANR10Q1,TRANR10Q2,TRANR10Q3,TRANR10Q4,TRANR11Q1,TRANR11Q2,TRANR11Q3,TRANR11Q4,TRANR12Q1,TRANR12Q2,TRANR12Q3,TRANR12Q4,TRANR13Q1,TRANR13Q2,TRANR13Q3,TRANR13Q4,TRANR14Q1,TRANR14Q2,TRANR14Q3,TRANR14Q4,TRANR15Q1,TRANR15Q2,TRANR15Q3,TRANR15Q4,TRANR16Q1,TRANR16Q2,TRANR16Q3,TRANR16Q4,TRANR17Q1,TRANR17Q2,TRANR17Q3,TRANR17Q4,TRANR18Q1,TRANR18Q2,TRANR18Q3,TRANR18Q4,TRANR19Q1,TRANR19Q2,TRANR19Q3,TRANR19Q4,TRANR20Q1,TRANR20Q2,TRANR20Q3,TRANR20Q4,TRANR21Q1,TRANR21Q2,TRANR21Q3,TRANR21Q4,TRANR22Q1
2006:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1589.9,1589.7,1589.7,1589.7,1599.1,1599.1,1599.1,1599.1,1594.5,1594.5,1594.5,1594.5,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1597.9,1599.5,1599.5,1599.5,1599.5,1599.5,1599.5,1599.5,1599.5,1604.5,1604.5,1604.5,1604.5,1604.5,1604.5,1604.5,1604.5,1604.5,1604.5,1604.5,1604.5,1602.8,1602.8,1602.8,1602.8,1602.8,1602.8,1602.8,1602.8,1602.8,1602.8,1602.8,1602.8,1602.8,1602.8,1602.8
2006:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1618.8,1618.6,1618.6,1630.6,1630.6,1630.6,1630.6,1620.1,1620.1,1620.1,1620.1,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1620.7,1624.2,1624.2,1624.2,1624.2,1624.2,1624.2,1624.2,1624.2,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1629.1,1628.3,1628.3,1628.3,1628.3,1628.3,1628.3,1628.3,1628.3,1628.3,1628.3,1628.3,1628.3,1628.3,1628.3,1628.3
2006:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1629.4,1629.9,1647.7,1647.7,1647.7,1647.7,1629.8,1629.8,1629.8,1629.8,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1632.4,1630.5,1630.5,1630.5,1630.5,1630.5,1630.5,1630.5,1630.5,1635.4,1635.4,1635.4,1635.4,1635.4,1635.4,1635.4,1635.4,1635.4,1635.4,1635.4,1635.4,1635.9,1635.9,1635.9,1635.9,1635.9,1635.9,1635.9,1635.9,1635.9,1635.9,1635.9,1635.9,1635.9,1635.9,1635.9
2007:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1685.4,1710.7,1710.7,1710.7,1710.7,1695.7,1695.7,1695.7,1695.7,1693.8,1693.8,1693.8,1693.8,1701.6,1701.6,1701.6,1701.6,1701.6,1701.6,1701.6,1701.6,1701.6,1701.6,1701.6,1701.6,1701.4,1701.4,1701.4,1701.4,1701.4,1701.4,1701.4,1701.4,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7,1706.7
2007:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1717.1,1717.1,1717.1,1717.1,1699.2,1699.2,1699.2,1699.2,1699.1,1699.1,1699.1,1699.1,1698.6,1698.6,1698.6,1698.6,1698.6,1698.6,1698.6,1698.6,1698.6,1698.6,1698.6,1698.6,1703.1,1703.1,1703.1,1703.1,1703.1,1703.1,1703.1,1703.1,1708.4,1708.4,1708.4,1708.4,1708.4,1708.4,1708.4,1708.4,1708.4,1708.4,1708.4,1708.4,1710.4,1710.4,1710.4,1710.4,1710.4,1710.4,1710.4,1710.4,1710.4,1710.4,1710.4,1710.4,1710.4,1710.4,1710.4
2007:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1742.3,1742.3,1742.3,1720.6,1720.6,1720.6,1720.6,1725.5,1725.5,1725.5,1725.5,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1719.8,1727.6,1727.6,1727.6,1727.6,1727.6,1727.6,1727.6,1727.6,1732.9,1732.9,1732.9,1732.9,1732.9,1732.9,1732.9,1732.9,1732.9,1732.9,1732.9,1732.9,1732.7,1732.7,1732.7,1732.7,1732.7,1732.7,1732.7,1732.7,1732.7,1732.7,1732.7,1732.7,1732.7,1732.7,1732.7
2007:Q4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1755.5,1756.5,1737.8,1737.8,1737.8,1737.8,1753.7,1753.7,1753.7,1753.7,1753.8,1753.8,1753.8,1753.8,1753.8,1753.8,1753.8,1753.8,1753.8,1753.8,1753.8,1753.8,1759.1,1759.1,1759.1,1759.1,1759.1,1759.1,1759.1,1759.1,1764.4,1764.4,1764.4,1764.4,1764.4,1764.4,1764.4,1764.4,1764.4,1764.4,1764.4,1764.4,1762.7,1762.7,1762.7,1762.7,1762.7,1762.7,1762.7,1762.7,1762.7,1762.7,1762.7,1762.7,1762.7,1762.7,1762.7
2008:Q1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1784.2,1778.1,1778.1,1778.1,1778.1,1794.1,1794.1,1794.1,1794.1,1793.2,1793.2,1793.2,1793.2,1798.9,1798.9,1798.9,1798.9,1798.9,1798.9,1798.9,1798.9,1797.7,1797.7,1797.7,1797.7,1797.7,1797.7,1797.7,1797.7,1804.1,1804.1,1804.1,1804.1,1804.1,1804.1,1804.1,1804.1,1804.1,1804.1,1804.1,1804.1,1802.9,1802.9,1802.9,1802.9,1802.9,1802.9,1802.9,1802.9,1802.9,1802.9,1802.9,1802.9,1802.9,1802.9,1802.9
2008:Q2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1923.4,1926.3,1926.3,1926.3,1937,1937,1937,1937,1934.4,1934.4,1934.4,1934.4,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1936.1,1940,1940,1940,1940,1940,1940,1940,1940,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148.4,2148.4,2148.4,2148.4,2148.4,2148.4,2148.4,2148.4,2148.4,2148.4,2148.4,2148.4,2148.4,2148.4,2148.4
2008:Q3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1871.6,1872.7,1872.7,1874.3,1874.3,1874.3,1874.3,1875.2,1875.2,1875.2,1875.2,1872.2,1872.2,1872.2,1872.2,1872.2,1872.2,1872.2,1872.2,1879.9,1879.9,1879.9,1879.9,1879.9,1879.9,1879.9,1879.9,1943.3,1943.3,1943.3,1943.3,1943.3,1943.3,1943.3,1943.3,1943.3,1943.3,1943.3,1943.3,1941.4,1941.4,1941.4,1941.4,1941.4,1941.4,1941.4,1941.4,1941.4,1941.4,1941.4,1941.4,1941.4,1941.4,1941.4
